wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,service_arm_mission,service_nav_arm_event,action_move_joint,has_nav_state,nav_state_age_sec,nav_state_x,nav_state_y,nav_state_yaw,has_nav_task_points,nav_task_points_age_sec,nav_task_points_count,nav_task_points_min_id,nav_task_points_max_id,nav_task_points_summary,has_nav_mission_request,nav_mission_request_age_sec,nav_mission_action,nav_mission_task_index,nav_mission_point_id,nav_mission_x,nav_mission_y,has_nav_mission_response,nav_mission_response_age_sec,nav_mission_response_success,nav_mission_response_message,has_nav_arm_event_request,nav_arm_event_request_age_sec,nav_arm_event_request_message,has_nav_arm_event_response,nav_arm_event_response_age_sec,nav_arm_event_response_success,nav_arm_event_response_message,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-06 23:40:03.621,1783352403.621425629,1.010881586,1,1,0.996668407,1,0.004497589,5,1,0.004327348,5,1,0,0,0,0,1,1,0,1,1,0,-1.000000000,0.000000000,0.000000000,0.000000000,0,-1.000000000,0,0,0,,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.004005432,-0.229494356,-0.007326126,-0.026862144,1,3.267430544,187.209980018,-0.007326126,-2.769229889,1,-2.892156601,-165.708366925,-0.002442360,2.536752701,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.641002655,36.726746790,0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:04.621,1783352404.621270418,2.010726601,1,1,1.996513422,1,0.004517691,5,1,0.004368750,5,1,0,0,0,0,1,1,0,1,1,1,0.024923332,0.041949305,-0.104129329,1.554118416,1,0.939395429,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.004005432,-0.229494356,-0.007326126,-0.026862144,1,3.267430544,187.209980018,0.002442360,-2.769229889,1,-2.892156601,-165.708366925,-0.002442360,2.550426483,1,-0.178339958,-10.218126923,-0.021978378,0.412698746,1,0.641386032,36.748712678,0.036628723,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:05.621,1783352405.621237516,3.010693453,1,1,2.996480274,1,0.004453388,5,1,0.004307135,5,1,0,0,0,0,1,1,0,1,1,1,0.024853434,0.038326434,-0.099421385,1.554835468,1,1.939362281,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.004005432,-0.229494356,-0.007326126,-0.031745911,1,3.267430544,187.209980018,0.002442360,-2.769229889,1,-2.892156601,-165.708366925,-0.007326126,2.550426483,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.641002655,36.726746790,-0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:06.621,1783352406.621132374,4.010588242,1,1,3.996375063,1,0.004554242,5,1,0.004274726,5,1,0,0,0,0,1,1,1,1,1,1,0.024831233,0.046621105,-0.098489034,1.555197202,1,2.939257070,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.004005432,-0.229494356,-0.007326126,-0.021978378,1,3.267430544,187.209980018,0.002442360,-2.769229889,1,-2.892156601,-165.708366925,-0.007326126,2.550426483,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.641002655,36.726746790,-0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:07.621,1783352407.621065140,5.010521226,1,1,4.996308047,1,0.004493462,5,1,0.004311903,5,1,0,0,0,0,1,1,1,1,1,1,0.024908932,0.041474798,-0.103856850,1.555061011,1,3.939190054,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.004005432,-0.229494356,-0.007326126,-0.026862144,1,3.267430544,187.209980018,-0.002442360,-2.782905579,1,-2.892156601,-165.708366925,-0.002442360,2.536752701,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.641002655,36.726746790,-0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:08.621,1783352408.621001720,6.010457587,1,1,5.996244408,1,0.004530595,5,1,0.004266833,5,1,0,0,0,0,1,1,1,1,1,1,0.024702135,0.046456660,-0.107884587,1.554839451,1,4.939126415,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.000572205,-0.032784908,-0.007326126,-0.056165695,1,3.267430544,187.209980018,-0.002442360,-2.769229889,1,-2.892156601,-165.708366925,-0.002442360,2.550426483,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.641002655,36.726746790,-0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:09.621,1783352409.620908022,7.010363967,1,1,6.996150788,1,0.004528420,5,1,0.004286159,5,1,0,0,0,0,1,1,1,1,1,1,0.024894670,0.040261807,-0.100134944,1.555159654,1,5.939032795,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.000572205,-0.032784908,-0.007326126,-0.051281929,1,3.267430544,187.209980018,-0.002442360,-2.769229889,1,-2.892156601,-165.708366925,-0.002442360,2.550426483,1,-0.178339958,-10.218126923,-0.021978378,0.412698746,1,0.641002655,36.726746790,-0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:10.620,1783352410.620848894,8.010304887,1,1,7.996091708,1,0.004533997,5,1,0.004284576,5,1,0,0,0,0,1,1,1,1,1,1,0.024927935,0.038871380,-0.102704618,1.556575741,1,6.938973715,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.000953674,-0.054641513,-0.007326126,-0.046398163,1,3.267430544,187.209980018,0.002442360,-2.769229889,1,-2.892156601,-165.708366925,0.002442360,2.536752701,1,-0.178339958,-10.218126923,0.007326126,0.412698746,1,0.641002655,36.726746790,-0.036628723,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:11.620,1783352411.620713711,9.010169705,1,1,8.995956526,1,0.004529200,5,1,0.004295516,5,1,0,0,0,0,1,1,1,1,1,1,0.024794414,0.044248176,-0.104663637,1.555592658,1,7.938838533,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.000190735,-0.010928303,-0.007326126,-0.056165695,1,3.267430544,187.209980018,-0.007326126,-2.769229889,1,-2.892156601,-165.708366925,-0.002442360,2.550426483,1,-0.178339958,-10.218126923,-0.021978378,0.412698746,1,0.641002655,36.726746790,-0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:12.620,1783352412.620818377,10.010274365,1,1,9.996061186,1,0.004331368,5,1,0.004316182,5,1,0,0,0,0,1,1,1,1,1,1,0.024843284,0.040936660,-0.105468278,1.555620224,1,8.938943193,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.000190735,-0.010928303,0.007326126,-0.056165695,1,3.267430544,187.209980018,0.002442360,-2.769229889,1,-2.892156601,-165.708366925,-0.002442360,2.550426483,1,-0.178339958,-10.218126923,0.007326126,0.412698746,1,0.641002655,36.726746790,0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
2026-07-06 23:40:13.620,1783352413.620591402,11.010047406,1,1,10.995834227,1,0.004318247,5,1,0.004226192,5,1,0,0,0,0,1,1,1,1,1,1,0.024683613,0.047273654,-0.103784595,1.555777875,1,9.938716234,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.000190735,-0.010928303,-0.007326126,-0.056165695,1,3.267430544,187.209980018,-0.002442360,-2.782905579,1,-2.892156601,-165.708366925,-0.007326126,2.536752701,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.641002655,36.726746790,0.012210846,-0.003663063,-0.004005432,-0.229494356,0.000000000,-0.000000000,8.000000000,2.500000000,3.297948122,188.958508445,0.000000000,-2.821826696,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.576432705,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422004700,0.500000000,0.200000003,0.641386032,36.748712678,0.000000000,0.000097963,0.000000000,0.100000001
