wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,service_arm_mission,service_nav_arm_event,action_move_joint,has_nav_state,nav_state_age_sec,nav_state_x,nav_state_y,nav_state_yaw,has_nav_task_points,nav_task_points_age_sec,nav_task_points_count,nav_task_points_min_id,nav_task_points_max_id,nav_task_points_summary,has_nav_mission_request,nav_mission_request_age_sec,nav_mission_action,nav_mission_task_index,nav_mission_point_id,nav_mission_x,nav_mission_y,has_nav_mission_response,nav_mission_response_age_sec,nav_mission_response_success,nav_mission_response_message,has_nav_arm_event_request,nav_arm_event_request_age_sec,nav_arm_event_request_message,has_nav_arm_event_response,nav_arm_event_response_age_sec,nav_arm_event_response_success,nav_arm_event_response_message,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-07 00:09:26.310,1783354166.309937954,1.014120255,1,1,0.999662687,1,0.007274922,5,1,0.001067571,5,1,0,0,0,0,1,1,0,1,1,1,0.022055078,0.044789240,-0.246251341,1.562438040,1,0.998394881,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,0.036630630,-0.031745911,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,-0.007326126,2.564102173,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.678968430,38.902025437,-0.036628723,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:27.310,1783354167.309895515,2.014077856,1,1,1.999620288,1,0.007269110,5,1,0.001074148,5,1,0,0,0,0,1,1,0,1,1,1,0.022053435,0.042313539,-0.247030546,1.563813527,1,1.998352482,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.007326126,-0.036629677,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,0.002442360,2.564102173,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.678968430,38.902025437,0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:28.309,1783354168.309851885,3.014034187,1,1,2.999576619,1,0.007263296,5,1,0.001088025,5,1,0,0,0,0,1,1,0,1,1,1,0.022031982,0.038759225,-0.251034365,1.562680527,1,2.998308813,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.021978378,-0.036629677,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,-0.007326126,2.564102173,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.678968430,38.902025437,-0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:29.309,1783354169.309829712,4.014012089,1,1,3.999554521,1,0.007147556,5,1,0.000980435,5,1,0,0,0,0,1,1,1,1,1,1,0.022003242,0.048534315,-0.244806642,1.561320223,1,3.998286715,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023460388,1.344181229,-0.007326126,-0.051281929,1,3.250644922,186.248234741,-0.007326126,-2.741880417,1,-2.892538071,-165.730223531,0.002442360,2.564102173,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.678968430,38.902025437,0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:30.310,1783354170.309828520,5.014011057,1,1,4.999553489,1,0.007198215,5,1,0.000987328,5,1,0,0,0,0,1,1,1,1,1,1,0.022054354,0.039654785,-0.247507967,1.562664598,1,4.998285683,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.007326126,-0.036629677,1,3.250644922,186.248234741,-0.002442360,-2.755556107,1,-2.892538071,-165.730223531,-0.002442360,2.564102173,1,-0.177958488,-10.196270318,0.021978378,0.412698746,1,0.678968430,38.902025437,-0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:31.309,1783354171.309770823,6.013953128,1,1,5.999495560,1,0.006856796,5,1,0.000993584,5,1,0,0,0,0,1,1,1,1,1,1,0.021966523,0.043909341,-0.247470930,1.563247180,1,5.998227754,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.021978378,-0.031745911,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,-0.002442360,2.564102173,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.678968430,38.902025437,-0.036628723,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:32.309,1783354172.309722900,7.013905291,1,1,6.999447723,1,0.006819112,5,1,0.000946303,5,1,0,0,0,0,1,1,1,1,1,1,0.021995375,0.046741123,-0.246010062,1.564575902,1,6.998179917,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.007326126,-0.036629677,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,-0.002442360,2.564102173,1,-0.178339958,-10.218126923,0.007326126,0.412698746,1,0.678968430,38.902025437,-0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:33.309,1783354173.309822321,8.014004559,1,1,7.999546991,1,0.007269411,5,1,0.000980389,5,1,0,0,0,0,1,1,1,1,1,1,0.022058312,0.041871005,-0.246861480,1.562335392,1,7.998279185,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.007326126,-0.036629677,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,-0.002442360,2.577777863,1,-0.178339958,-10.218126923,-0.007326126,0.412698746,1,0.678968430,38.902025437,0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:34.309,1783354174.309697866,9.013880179,1,1,8.999422611,1,0.007115888,5,1,0.001113939,5,1,0,0,0,0,1,1,1,1,1,1,0.021889927,0.046028373,-0.245326193,1.563043456,1,8.998154805,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,-0.021978378,-0.041514397,1,3.250644922,186.248234741,-0.007326126,-2.741880417,1,-2.892538071,-165.730223531,-0.002442360,2.564102173,1,-0.178339958,-10.218126923,-0.021978378,0.412698746,1,0.678968430,38.902025437,0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
2026-07-07 00:09:35.309,1783354175.309654713,10.013837119,1,1,9.999379551,1,0.007222173,5,1,0.001062785,5,1,0,0,0,0,1,1,1,1,1,1,0.022056415,0.041719745,-0.248035147,1.562445863,1,9.998111745,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.023078918,1.322324623,0.007326126,-0.041514397,1,3.250644922,186.248234741,-0.002442360,-2.741880417,1,-2.892538071,-165.730223531,-0.002442360,2.564102173,1,-0.177958488,-10.196270318,0.007326126,0.412698746,1,0.678968430,38.902025437,-0.012210846,-0.003663063,0.021553040,1.234898202,0.000000000,-0.000000000,8.000000000,2.500000000,3.294896364,188.783655602,0.000000000,-2.820822001,2.000000000,0.500000000,-2.900930405,-166.211068848,0.000000000,2.580008745,1.000000000,0.500000000,-0.179102898,-10.261840134,0.000000000,0.422322124,0.500000000,0.200000003,0.678968430,38.902025437,0.000000000,0.000104996,0.000000000,0.100000001
